Is Block Set?,creativeTab,New Block?,Update,Status,Label,Block Name,Source,Author,Block Type,Block Set Name,Notes,,
TRUE,westeros_cobblestone_tab,FALSE,Cobblestone Update,Ready For Work,Brown Grey Rubble Wall,brown_grey_cobble_wall,WesterosBlocks,,wall,brown_grey_cobble,,,
TRUE,westeros_cobblestone_tab,FALSE,Cobblestone Update,Ready For Work,Cobblestone Brown Grey,brown_grey_cobblestone,,,solid,brown_grey_cobblestone,,,
TRUE,westeros_cobblestone_tab,FALSE,Cobblestone Update,Ready For Work,Cobblestone Brown Grey Fence,brown_grey_cobblestone_fence,,,fence,brown_grey_cobblestone,,,
TRUE,westeros_cobblestone_tab,FALSE,Cobblestone Update,Ready For Work,Cobblestone Brown Grey Hopper,brown_grey_cobblestone_hopper,,,cuboid,brown_grey_cobblestone,,,
TRUE,westeros_cobblestone_tab,FALSE,Cobblestone Update,Ready For Work,Cobblestone Brown Grey Slab,brown_grey_cobblestone_slab,,,slab,brown_grey_cobblestone,,,
TRUE,westeros_cobblestone_tab,FALSE,Cobblestone Update,Ready For Work,Cobblestone Brown Grey Stairs,brown_grey_cobblestone_stairs,,,stair,brown_grey_cobblestone,,,
TRUE,westeros_cobblestone_tab,FALSE,Cobblestone Update,Ready For Work,Cobblestone Brown Grey Tip,brown_grey_cobblestone_tip,,,cuboid,brown_grey_cobblestone,,,
TRUE,westeros_cobblestone_tab,FALSE,Cobblestone Update,Ready For Work,Cobblestone Brown Grey Wall,brown_grey_cobblestone_wall,,,wall,brown_grey_cobblestone,,,
TRUE,westeros_cobblestone_tab,FALSE,Cobblestone Update,Ready For Work,Dark Cobblestone Brown Grey,brown_grey_dark_cobblestone,,,solid,brown_grey_dark_cobblestone,,,
TRUE,westeros_cobblestone_tab,FALSE,Cobblestone Update,Ready For Work,Dark Cobblestone Brown Grey Fence,brown_grey_dark_cobblestone_fence,,,fence,brown_grey_dark_cobblestone,,,
TRUE,westeros_cobblestone_tab,FALSE,Cobblestone Update,Ready For Work,Dark Cobblestone Brown Grey Hopper,brown_grey_dark_cobblestone_hopper,,,cuboid,brown_grey_dark_cobblestone,,,
TRUE,westeros_cobblestone_tab,FALSE,Cobblestone Update,Ready For Work,Dark Cobblestone Brown Grey Slab,brown_grey_dark_cobblestone_slab,,,slab,brown_grey_dark_cobblestone,,,
TRUE,westeros_cobblestone_tab,FALSE,Cobblestone Update,Ready For Work,Dark Cobblestone Brown Grey Stairs,brown_grey_dark_cobblestone_stairs,,,stair,brown_grey_dark_cobblestone,,,
TRUE,westeros_cobblestone_tab,FALSE,Cobblestone Update,Ready For Work,Dark Cobblestone Brown Grey Tip,brown_grey_dark_cobblestone_tip,,,cuboid,brown_grey_dark_cobblestone,,,
TRUE,westeros_cobblestone_tab,FALSE,Cobblestone Update,Ready For Work,Dark Cobblestone Brown Grey Wall,brown_grey_dark_cobblestone_wall,,,wall,brown_grey_dark_cobblestone,,,
TRUE,westeros_polished_stone_tab,FALSE,,,Polished Stone Brown Grey,brown_grey_granite_polished,Doku,,solid,brown_grey_granite_polished,,,
TRUE,westeros_polished_stone_tab,FALSE,,,Polished Stone Brown Grey Slab,brown_grey_granite_polished_slab,Doku,,slab,brown_grey_granite_polished,,,
TRUE,westeros_polished_stone_tab,FALSE,,,Polished Stone Brown Grey Stairs,brown_grey_granite_polished_stairs,Doku,,stair,brown_grey_granite_polished,,,
TRUE,westeros_polished_stone_tab,FALSE,,,Polished Stone Brown Grey Wall,brown_grey_granite_polished_wall,Doku,,wall,brown_grey_granite_polished,,,
TRUE,westeros_half_ashlar_tab,FALSE,,,Half Ashlar Brown Grey,brown_grey_large_brick,Doku,,solid,brown_grey_large_brick,,,
TRUE,westeros_half_ashlar_tab,FALSE,,,Half Ashlar Brown Grey Arrow_slit,brown_grey_large_brick_arrow_slit,Doku,,solid,brown_grey_large_brick,,,
TRUE,westeros_half_ashlar_tab,FALSE,,,Half Ashlar Brown Grey Arrow_slit_ornate,brown_grey_large_brick_arrow_slit_ornate,Doku,,solid,brown_grey_large_brick,,,
TRUE,westeros_half_ashlar_tab,FALSE,,,Half Ashlar Brown Grey Arrow_slit_window,brown_grey_large_brick_arrow_slit_window,Doku,,solid,brown_grey_large_brick,,,
TRUE,westeros_half_ashlar_tab,FALSE,,,Half Ashlar Brown Grey Fence,brown_grey_large_brick_fence,Doku,,fence,brown_grey_large_brick,,,
TRUE,westeros_half_ashlar_tab,FALSE,,,Half Ashlar Brown Grey Hopper,brown_grey_large_brick_hopper,Doku,,cuboid,brown_grey_large_brick,,,
TRUE,westeros_half_ashlar_tab,FALSE,,,Half Ashlar Brown Grey Slab,brown_grey_large_brick_slab,Doku,,slab,brown_grey_large_brick,,,
TRUE,westeros_half_ashlar_tab,FALSE,,,Half Ashlar Brown Grey Stairs,brown_grey_large_brick_stairs,Doku,,stair,brown_grey_large_brick,,,
TRUE,westeros_half_ashlar_tab,FALSE,,,Half Ashlar Brown Grey Tip,brown_grey_large_brick_tip,Doku,,cuboid,brown_grey_large_brick,,,
TRUE,westeros_half_ashlar_tab,FALSE,,,Half Ashlar Brown Grey Wall,brown_grey_large_brick_wall,Doku,,wall,brown_grey_large_brick,,,
TRUE,westeros_smooth_ashlar_tab,FALSE,,,Smooth Ashlar Brown Grey,brown_grey_light_stone,,,solid,brown_grey_light_stone,,,
TRUE,westeros_smooth_ashlar_tab,FALSE,,,Smooth Ashlar Brown Grey Arrow_slit,brown_grey_light_stone_arrow_slit,,,solid,brown_grey_light_stone,,,
TRUE,westeros_smooth_ashlar_tab,FALSE,,,Smooth Ashlar Brown Grey Arrow_slit_ornate,brown_grey_light_stone_arrow_slit_ornate,,,solid,brown_grey_light_stone,,,
TRUE,westeros_smooth_ashlar_tab,FALSE,,,Smooth Ashlar Brown Grey Arrow_slit_window,brown_grey_light_stone_arrow_slit_window,,,solid,brown_grey_light_stone,,,
TRUE,westeros_smooth_ashlar_tab,FALSE,,,Smooth Ashlar Brown Grey Fence,brown_grey_light_stone_fence,,,fence,brown_grey_light_stone,,,
TRUE,westeros_smooth_ashlar_tab,FALSE,,,Smooth Ashlar Brown Grey Hopper,brown_grey_light_stone_hopper,,,cuboid,brown_grey_light_stone,,,
TRUE,westeros_smooth_ashlar_tab,FALSE,,,Smooth Ashlar Brown Grey Slab,brown_grey_light_stone_slab,,,slab,brown_grey_light_stone,,,
TRUE,westeros_smooth_ashlar_tab,FALSE,,,Smooth Ashlar Brown Grey Stairs,brown_grey_light_stone_stairs,,,stair,brown_grey_light_stone,,,
TRUE,westeros_smooth_ashlar_tab,FALSE,,,Smooth Ashlar Brown Grey Tip,brown_grey_light_stone_tip,,,cuboid,brown_grey_light_stone,,,
TRUE,westeros_smooth_ashlar_tab,FALSE,,,Smooth Ashlar Brown Grey Wall,brown_grey_light_stone_wall,,,wall,brown_grey_light_stone,,,
TRUE,westeros_cobblestone_tab,FALSE,Cobblestone Update,Ready For Work,Brown Grey River Rubble,brown_grey_river_cobble,WesterosBlocks,,solid,brown_grey_river_cobble,,,
TRUE,westeros_cobblestone_tab,FALSE,Cobblestone Update,Ready For Work,Brown Grey River Rubble Fence,brown_grey_river_cobble_fence,WesterosBlocks,,fence,brown_grey_river_cobble,,,
TRUE,westeros_cobblestone_tab,FALSE,Cobblestone Update,Ready For Work,Brown Grey River Rubble Hopper,brown_grey_river_cobble_hopper,WesterosBlocks,,cuboid,brown_grey_river_cobble,,,
TRUE,westeros_cobblestone_tab,FALSE,Cobblestone Update,Ready For Work,Brown Grey River Rubble Slab,brown_grey_river_cobble_slab,WesterosBlocks,,slab,brown_grey_river_cobble,,,
TRUE,westeros_cobblestone_tab,FALSE,Cobblestone Update,Ready For Work,Brown Grey River Rubble Stairs,brown_grey_river_cobble_stairs,WesterosBlocks,,stair,brown_grey_river_cobble,,,
TRUE,westeros_cobblestone_tab,FALSE,Cobblestone Update,Ready For Work,Brown Grey River Rubble Tip,brown_grey_river_cobble_tip,WesterosBlocks,,cuboid,brown_grey_river_cobble,,,
TRUE,westeros_cobblestone_tab,FALSE,Cobblestone Update,Ready For Work,Brown Grey River Rubble Wall,brown_grey_river_cobble_wall,WesterosBlocks,,wall,brown_grey_river_cobble,,,
FALSE,westeros_grasses_shrubs_tab,FALSE,,,Brown Mushroom 1,brown_mushroom_1,,,plant,,,,
FALSE,westeros_grasses_shrubs_tab,FALSE,,,Brown Mushroom 10,brown_mushroom_10,,,plant,,,,
FALSE,westeros_grasses_shrubs_tab,FALSE,,,Brown Mushroom 11,brown_mushroom_11,,,plant,,,,
FALSE,westeros_grasses_shrubs_tab,FALSE,,,Brown Mushroom 12,brown_mushroom_12,,,plant,,,,
FALSE,westeros_grasses_shrubs_tab,FALSE,,,Brown Mushroom 13,brown_mushroom_13,,,plant,,,,
FALSE,westeros_grasses_shrubs_tab,FALSE,,,Brown Mushroom 2,brown_mushroom_2,,,plant,,,,
FALSE,westeros_grasses_shrubs_tab,FALSE,,,Brown Mushroom 3,brown_mushroom_3,,,plant,,,,
FALSE,westeros_grasses_shrubs_tab,FALSE,,,Brown Mushroom 4,brown_mushroom_4,,,plant,,,,
FALSE,westeros_grasses_shrubs_tab,FALSE,,,Brown Mushroom 5,brown_mushroom_5,,,plant,,,,
FALSE,westeros_grasses_shrubs_tab,FALSE,,,Brown Mushroom 6,brown_mushroom_6,,,plant,,,,
FALSE,westeros_grasses_shrubs_tab,FALSE,,,Brown Mushroom 7,brown_mushroom_7,,,plant,,,,
FALSE,westeros_grasses_shrubs_tab,FALSE,,,Brown Mushroom 8,brown_mushroom_8,,,plant,,,,
FALSE,westeros_grasses_shrubs_tab,FALSE,,,Brown Mushroom 9,brown_mushroom_9,,,plant,,,,
TRUE,westeros_roofing_tab,FALSE,Roofing Update,,Brown Slate,brown_slate,,,solid,brown_slate,,,
TRUE,westeros_roofing_tab,FALSE,Roofing Update,,Brown Slate Fence,brown_slate_fence,,,fence,brown_slate,,,
TRUE,westeros_roofing_tab,FALSE,Roofing Update,,Brown Slate Hopper,brown_slate_hopper,,,cuboid,brown_slate,,,
TRUE,westeros_roofing_tab,FALSE,Roofing Update,,Brown Slate Slab,brown_slate_slab,,,slab,brown_slate,,,
TRUE,westeros_roofing_tab,FALSE,Roofing Update,,Brown Slate Stairs,brown_slate_stairs,,,stair,brown_slate,,,
TRUE,westeros_roofing_tab,FALSE,Roofing Update,,Brown Slate Tip,brown_slate_tip,,,cuboid,brown_slate,,,
TRUE,westeros_roofing_tab,FALSE,Roofing Update,,Brown Slate Wall,brown_slate_wall,,,wall,brown_slate,,,
TRUE,westeros_cloth_fibers_tab,FALSE,,,Brown Wool,brown_wool,Doku,,solid,brown_wool,,,
FALSE,westeros_banners_tab,FALSE,,,Brown Wool Banner,brown_wool_banner,WesterosBlocks,,cuboid-nsew-stack,,,,
TRUE,westeros_cloth_fibers_tab,FALSE,,,Brown Wool Carpet,brown_wool_carpet,Doku,,cuboid,brown_wool,,,
TRUE,westeros_cloth_fibers_tab,FALSE,,,Brown Wool Fence,brown_wool_fence,Doku,,fence,brown_wool,,,
TRUE,westeros_cloth_fibers_tab,FALSE,,,Brown Wool Slab,brown_wool_slab,Doku,,slab,brown_wool,,,
TRUE,westeros_cloth_fibers_tab,FALSE,,,Brown Wool Stairs,brown_wool_stairs,Doku,,stair,brown_wool,,,
TRUE,westeros_cloth_fibers_tab,FALSE,,,Brown Wool Tip,brown_wool_tip,Doku,,cuboid,brown_wool,,,
TRUE,westeros_cloth_fibers_tab,FALSE,,,Brown Wool Wall,brown_wool_wall,Doku,,wall,brown_wool,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Brownish White Plaster Smooth,brownish_white_plaster,,,solid,brownish_white_plaster,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Brownish White Plaster Smooth Fence,brownish_white_plaster_fence,,,fence,brownish_white_plaster,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Brownish White Plaster Smooth Hopper,brownish_white_plaster_hopper,,,cuboid,brownish_white_plaster,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Brownish White Plaster Rough,brownish_white_plaster_rough,,,solid,brownish_white_plaster_rough,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Brownish White Plaster Rough Fence,brownish_white_plaster_rough_fence,,,fence,brownish_white_plaster_rough,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Brownish White Plaster Rough Hopper,brownish_white_plaster_rough_hopper,,,cuboid,brownish_white_plaster_rough,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Brownish White Plaster Rough Slab,brownish_white_plaster_rough_slab,,,slab,brownish_white_plaster_rough,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Brownish White Plaster Rough Stairs,brownish_white_plaster_rough_stairs,,,stair,brownish_white_plaster_rough,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Brownish White Plaster Rough Tip,brownish_white_plaster_rough_tip,,,cuboid,brownish_white_plaster_rough,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Brownish White Plaster Rough Wall,brownish_white_plaster_rough_wall,,,wall,brownish_white_plaster_rough,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Brownish White Plaster Smooth Slab,brownish_white_plaster_slab,,,slab,brownish_white_plaster,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Brownish White Plaster Smooth Stairs,brownish_white_plaster_stairs,,,stair,brownish_white_plaster,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Brownish White Plaster Smooth Tip,brownish_white_plaster_tip,,,cuboid,brownish_white_plaster,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Brownish White Plaster Smooth Wall,brownish_white_plaster_wall,,,wall,brownish_white_plaster,,,
FALSE,westeros_banners_tab,FALSE,,,Buckwell Banner,buckwell_banner,WesterosBlocks,,cuboid-nsew-stack,,,,
FALSE,westeros_banners_tab,FALSE,,,Bulwer Banner,bulwer_banner,WesterosBlocks,,cuboid-nsew-stack,,,,
FALSE,westeros_food_blocks_tab,FALSE,,,Bushel of Herbs,bushel_of_herbs,WesterosBlocks,,web,,,,
FALSE,westeros_crops_herbs_tab,FALSE,,,Bushel of Sourleaf,bushel_of_sourleaf,WesterosBlocks,,web,,,,
FALSE,westeros_grass_dirt_tab,FALSE,,,Bushy Grass Birch,bushy_grass_birch,,,cuboid,,,,
FALSE,westeros_grass_dirt_tab,FALSE,,,Bushy Grass Jungle,bushy_grass_jungle,,,cuboid,,,,
FALSE,westeros_grass_dirt_tab,FALSE,,,Bushy Grass Oak,bushy_grass_oak,,,cuboid,,,,
FALSE,westeros_grass_dirt_tab,FALSE,,,Bushy Grass Palm,bushy_grass_palm,,,cuboid,,,,
FALSE,westeros_grass_dirt_tab,FALSE,,,Bushy Grass Snowy Spruce,bushy_grass_snowy_spruce,,,cuboid,,,,
FALSE,westeros_grass_dirt_tab,FALSE,,,Bushy Grass Spruce,bushy_grass_spruce,,,cuboid,,,,
FALSE,westeros_sounds_tab,FALSE,,,Butcher Large,butcher_large,,,sound,,,,
FALSE,westeros_sounds_tab,FALSE,,,Butcher Small,butcher_small,,,sound,,,,
FALSE,westeros_misc_tab,FALSE,,,Northern Blue Butterfly,butterfly_blue,,,web,,,,
FALSE,westeros_misc_tab,FALSE,,,Southern Orange Butterfly,butterfly_orange,,,web,,,,
FALSE,westeros_misc_tab,FALSE,,,Eastern Red Butterfly,butterfly_red,,,web,,,,
FALSE,westeros_misc_tab,FALSE,,,Central White Butterfly,butterfly_white,,,web,,,,
FALSE,westeros_misc_tab,FALSE,,,Western Yellow Butterfly,butterfly_yellow,,,web,,,,
FALSE,westeros_banners_tab,FALSE,,,Butterwell Banner,butterwell_banner,WesterosBlocks,,cuboid-nsew-stack,,,,
FALSE,westeros_crops_herbs_tab,FALSE,,,Cabbage,cabbage,Doku,,cuboid-16way,,,,
FALSE,westeros_furniture_tab,FALSE,Wood Update,Ready For Work,Cabinet Drawer,cabinet_drawer,,,solid,,,,
FALSE,westeros_decor_tab,FALSE,,,Cage,cage,WesterosBlocks,,solid,,,,
FALSE,westeros_lighting_tab,FALSE,,,Candle,candle,Doku,,torch,,,,
FALSE,westeros_lighting_tab,FALSE,,,Candle Altar,candle_altar,"Doku, WesterosBlocks",,crop,,,,
FALSE,westeros_lighting_tab,FALSE,,,Unlit Candle,candle_unlit,Doku,,torch,,,,
FALSE,westeros_banners_tab,FALSE,,,Caron Banner,caron_banner,WesterosBlocks,,cuboid-nsew-stack,,,,
FALSE,westeros_sounds_tab,FALSE,,,Carpenter Large,carpenter_large,,,sound,,,,
FALSE,westeros_sounds_tab,FALSE,,,Carpenter Small,carpenter_small,,,sound,,,,
FALSE,westeros_food_blocks_tab,FALSE,,,Carrot Basket,carrot_basket,,,solid,,,,
FALSE,westeros_food_blocks_tab,FALSE,,,Carrot Basket Slab,carrot_basket_slab,,,slab,,,,
FALSE,westeros_food_blocks_tab,FALSE,Wood Update,Ready For Work,Carrot Crate,carrot_crate,,,solid,,,,
FALSE,westeros_decor_tab,FALSE,,,Cascade Particle Emitter,cascade_particle_emitter,,,particle,,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Casterly Crimson Plaster Smooth,casterly_rock_crimson_plaster,,,solid,casterly_rock_crimson_plaster,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Casterly Crimson Plaster Smooth Fence,casterly_rock_crimson_plaster_fence,,,fence,casterly_rock_crimson_plaster,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Casterly Crimson Plaster Smooth Hopper,casterly_rock_crimson_plaster_hopper,,,cuboid,casterly_rock_crimson_plaster,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Casterly Crimson Plaster Rough,casterly_rock_crimson_plaster_rough,,,solid,casterly_rock_crimson_plaster_rough,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Casterly Crimson Plaster Rough Fence,casterly_rock_crimson_plaster_rough_fence,,,fence,casterly_rock_crimson_plaster_rough,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Casterly Crimson Plaster Rough Hopper,casterly_rock_crimson_plaster_rough_hopper,,,cuboid,casterly_rock_crimson_plaster_rough,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Casterly Crimson Plaster Rough Slab,casterly_rock_crimson_plaster_rough_slab,,,slab,casterly_rock_crimson_plaster_rough,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Casterly Crimson Plaster Rough Stairs,casterly_rock_crimson_plaster_rough_stairs,,,stair,casterly_rock_crimson_plaster_rough,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Casterly Crimson Plaster Rough Tip,casterly_rock_crimson_plaster_rough_tip,,,cuboid,casterly_rock_crimson_plaster_rough,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Casterly Crimson Plaster Rough Wall,casterly_rock_crimson_plaster_rough_wall,,,wall,casterly_rock_crimson_plaster_rough,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Casterly Crimson Plaster Smooth Slab,casterly_rock_crimson_plaster_slab,,,slab,casterly_rock_crimson_plaster,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Casterly Crimson Plaster Smooth Stairs,casterly_rock_crimson_plaster_stairs,,,stair,casterly_rock_crimson_plaster,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Casterly Crimson Plaster Smooth Tip,casterly_rock_crimson_plaster_tip,,,cuboid,casterly_rock_crimson_plaster,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Casterly Crimson Plaster Smooth Wall,casterly_rock_crimson_plaster_wall,,,wall,casterly_rock_crimson_plaster,,,
FALSE,westeros_banners_tab,FALSE,,,Caswell Banner,caswell_banner,WesterosBlocks,,cuboid-nsew-stack,,,,
FALSE,westeros_grasses_shrubs_tab,FALSE,,,Cattails,cattails,WesterosBlocks,,web,,,,
FALSE,westeros_sounds_tab,FALSE,,,Cave Ambience,cave_ambience,,,sound,,,,
FALSE,westeros_banners_tab,FALSE,,,Celtigar Banner,celtigar_banner,WesterosBlocks,,cuboid-nsew-stack,,,,
FALSE,westeros_banners_tab,FALSE,,,Cerwyn Banner,cerwyn_banner,WesterosBlocks,,cuboid-nsew-stack,,,,
FALSE,westeros_metal_tab,FALSE,,,Chain Block Harness,chain_block_harness,WesterosBlocks,,web,,,,
FALSE,westeros_misc_tab,FALSE,,,Chain Pulley,chain_pulley,"Doku, WesterosBlocks",,cuboid-nsewud,,,,
FALSE,westeros_banners_tab,FALSE,,,Charlton Banner,charlton_banner,WesterosBlocks,,cuboid-nsew-stack,,,,
FALSE,westeros_food_blocks_tab,FALSE,,,Cheese Block,cheese_block,,,cuboid,,,,
FALSE,westeros_foliage_tab,FALSE,,,Cherry Fruit Leaves,cherry_fruit_leaves,,,leaves,,,,
FALSE,westeros_decor_tab,FALSE,,,Cheval de Frise,cheval_de_frise,,,cuboid-ne,,,,
FALSE,westeros_food_blocks_tab,FALSE,,,Chili Ristra,chili_ristra,WesterosBlocks,,web,,,,
FALSE,westeros_banners_tab,FALSE,,,Citadel Banner,citadel_banner,WesterosBlocks,,cuboid-nsew-stack,,,,
FALSE,westeros_lighting_tab,FALSE,,,Citadel Glass Candle Black,citadel_glass_candle_black,WesterosBlocks,,cuboid,,,,
FALSE,westeros_lighting_tab,FALSE,,,Citadel Glass Candle Green,citadel_glass_candle_green,WesterosBlocks,,cuboid,,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Citadel Green Marble,citadel_green_marble,"WesterosBlocks, Doku",,solid,citadel_green_marble,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Citadel Green Marble Fence,citadel_green_marble_fence,"WesterosBlocks, Doku",,fence,citadel_green_marble,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Citadel Green Marble Hopper,citadel_green_marble_hopper,"WesterosBlocks, Doku",,cuboid,citadel_green_marble,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Citadel Green Marble Slab,citadel_green_marble_slab,"WesterosBlocks, Doku",,slab,citadel_green_marble,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Citadel Green Marble Stairs,citadel_green_marble_stairs,"WesterosBlocks, Doku",,stair,citadel_green_marble,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Citadel Green Marble Tip,citadel_green_marble_tip,"WesterosBlocks, Doku",,cuboid,citadel_green_marble,,,
TRUE,westeros_marble_plaster_tab,FALSE,,,Citadel Green Marble Wall,citadel_green_marble_wall,"WesterosBlocks, Doku",,wall,citadel_green_marble,,,
FALSE,westeros_decor_tab,FALSE,,,City Profession: Ale Merchant,city_profession_ale_merchant,WesterosBlocks,,cuboid-ne,,,,
FALSE,westeros_decor_tab,FALSE,,,City Profession: Apothecary,city_profession_apothecary,WesterosBlocks,,cuboid-ne,,,,
FALSE,westeros_decor_tab,FALSE,,,City Profession: Armorer,city_profession_armorer,WesterosBlocks,,cuboid-ne,,,,
FALSE,westeros_decor_tab,FALSE,,,City Profession: Baker,city_profession_baker,WesterosBlocks,,cuboid-ne,,,,
FALSE,westeros_decor_tab,FALSE,,,City Profession: Barber,city_profession_barber,WesterosBlocks,,cuboid-ne,,,,
FALSE,westeros_decor_tab,FALSE,,,City Profession: Blacksmith,city_profession_blacksmith,WesterosBlocks,,cuboid-ne,,,,
FALSE,westeros_decor_tab,FALSE,,,City Profession: Bookbinder,city_profession_bookbinder,WesterosBlocks,,cuboid-ne,,,,
FALSE,westeros_decor_tab,FALSE,,,City Profession: Butcher,city_profession_butcher,WesterosBlocks,,cuboid-ne,,,,
FALSE,westeros_decor_tab,FALSE,,,City Profession: Carpenter,city_profession_carpenter,WesterosBlocks,,cuboid-ne,,,,
FALSE,westeros_decor_tab,FALSE,,,City Profession: Cartwright,city_profession_cartwright,WesterosBlocks,,cuboid-ne,,,,
FALSE,westeros_decor_tab,FALSE,,,City Profession: Chandler,city_profession_chandler,WesterosBlocks,,cuboid-ne,,,,
FALSE,westeros_decor_tab,FALSE,,,City Profession: Cobbler,city_profession_cobbler,WesterosBlocks,,cuboid-ne,,,,
FALSE,westeros_decor_tab,FALSE,,,City Profession: Cooper,city_profession_cooper,WesterosBlocks,,cuboid-ne,,,,
FALSE,westeros_decor_tab,FALSE,,,City Profession: Fishmongerer,city_profession_fishmongerer,WesterosBlocks,,cuboid-ne,,,,
FALSE,westeros_decor_tab,FALSE,,,City Profession: Flea Bottom Potshop,city_profession_flea_bottom_potshop,WesterosBlocks,,cuboid-ne,,,,
FALSE,westeros_decor_tab,FALSE,,,City Profession: Fletcher,city_profession_fletcher,WesterosBlocks,,cuboid-ne,,,,
FALSE,westeros_decor_tab,FALSE,,,City Profession: Furrier,city_profession_furrier,WesterosBlocks,,cuboid-ne,,,,
FALSE,westeros_decor_tab,FALSE,,,City Profession: Inn,city_profession_inn,WesterosBlocks,,cuboid-ne,,,,
FALSE,westeros_decor_tab,FALSE,,,City Profession: Jeweller,city_profession_jeweller,WesterosBlocks,,cuboid-ne,,,,
FALSE,westeros_decor_tab,FALSE,,,City Profession: Mason,city_profession_mason,WesterosBlocks,,cuboid-ne,,,,
FALSE,westeros_decor_tab,FALSE,,,City Profession: Mercer,city_profession_mercer,WesterosBlocks,,cuboid-ne,,,,
FALSE,westeros_decor_tab,FALSE,,,City Profession: Net Maker,city_profession_net_maker,WesterosBlocks,,cuboid-ne,,,,
FALSE,westeros_decor_tab,FALSE,,,City Profession: Potter,city_profession_potter,WesterosBlocks,,cuboid-ne,,,,
FALSE,westeros_decor_tab,FALSE,,,City Profession: Ropemaker,city_profession_ropemaker,WesterosBlocks,,cuboid-ne,,,,
FALSE,westeros_decor_tab,FALSE,,,City Profession: Scribe,city_profession_scribe,WesterosBlocks,,cuboid-ne,,,,
FALSE,westeros_decor_tab,FALSE,,,City Profession: Spicer,city_profession_spicer,WesterosBlocks,,cuboid-ne,,,,
FALSE,westeros_decor_tab,FALSE,,,City Profession: Stables,city_profession_stables,WesterosBlocks,,cuboid-ne,,,,
FALSE,westeros_decor_tab,FALSE,,,City Profession: Tailor,city_profession_tailor,WesterosBlocks,,cuboid-ne,,,,
FALSE,westeros_decor_tab,FALSE,,,City Profession: Tanner,city_profession_tanner,WesterosBlocks,,cuboid-ne,,,,
FALSE,westeros_decor_tab,FALSE,,,City Profession: Tavern,city_profession_tavern,WesterosBlocks,,cuboid-ne,,,,
FALSE,westeros_decor_tab,FALSE,,,City Profession: Weaponsmith,city_profession_weaponsmith,WesterosBlocks,,cuboid-ne,,,,
FALSE,westeros_decor_tab,FALSE,,,City Profession: Wine Merchant,city_profession_wine_merchant,WesterosBlocks,,cuboid-ne,,,,
FALSE,westeros_grass_dirt_tab,FALSE,,,Classic Grass Block,classic_grass_block,,,cuboid,,,,
FALSE,westeros_tool_blocks_tab,FALSE,,,Cleaver Block,cleaver_block,"Doku, WesterosBlocks",,cuboid-nsew,,,,
FALSE,westeros_banners_tab,FALSE,,,Clegane Banner,clegane_banner,WesterosBlocks,,cuboid-nsew-stack,,,,
FALSE,westeros_decor_tab,FALSE,Wood Update,Ready For Work,Closed Barrel,closed_barrel,"WesterosBlocks, Doku",,log,,,,
FALSE,westeros_decor_tab,FALSE,,,Closed Basket,closed_basket,WesterosBlocks,,solid,,,,
FALSE,westeros_decor_tab,FALSE,,,Closed Basket Slab,closed_basket_slab,WesterosBlocks,,slab,,,,
FALSE,westeros_furniture_tab,FALSE,Wood Update,Ready For Work,Closed Cabinet,closed_cabinet,,,solid,,,,
FALSE,westeros_cloth_fibers_tab,FALSE,,,Clothesline,clothesline,WesterosBlocks,,cuboid-ne,,,,
TRUE,westeros_terrain_sets_tab,FALSE,,,Coal Ore,coal_ore,WesterosBlocks,,solid,coal_ore,,,
